番号,判定,総プレイ時間(時間),レビュー本文,AI感情判定(Ollama),具体的な要因,要因の分類,AIによる分析理由
62,おすすめ,42,"I don’t think i can say that i like final fantasy anymore after this embarrassment of a story where nothing makes sense and the terrible combat that i forced myself through i would give this game a 4/10

2026 edit 

After careful consideration and analysis of the plot i would say that final fantasy 10 misses the mark as far as delivering a satisfying story, i only say that because it’s delivered in a way that makes you incredibly frustrated and confused if you dont read a book about the world, and i think almost every final fantasy does this, they craft these incredible beautiful worlds filled with life and death but places you in the middle of it all without really knowing anything about the world and it makes for a really frustrating playtime when i cant relate or really understand the story because of how its delivered. 

But without that i think this is a great place to start if you want a fully voiced final fantasy with turn based combat probably one of the best, and i really hope this gets a remake because i think if they handled the story better this could be my favorite one",positive,turn based combat,ゲームシステム,戦闘システムが素晴らしいと述べているため。
63,おすすめしない,44,"Xはとても面白かったが
X-2はユウナのこれじゃない感がするキャラ設定・FFらしくないストーリーでがっかりした",negative,キャラ設定,その他,ユウナのキャラ設定やFFらしからぬストーリーにがっかりしたため。
64,おすすめしない,43,"久々やってみたくなってDL。ゲーム自体は相変わらず楽しめるし、グラフィック、サウンドともにアップグレード。公式チート（公式とチートというワードは共存できないがw）でアイテムやアビリティを全ゲットできるので、純粋にストーリーを楽しむこともできる。

だが、唐突にグリーンバックになる。
フリーズはしないが、画面が緑一色になるので事実上のフリーズ。
細かなオートセーブは、その対症療法なのかもしれない。

だが、いつもオートストーリー中のいいところで発生するのはいただけない。",negative,唐突なグリーンバック,演出・グラフィック,画面が緑一色になるバグが発生し、事実上のフリーズとなるため。
65,おすすめしない,77,"他の人も書いている通り、非公式のパッチを導入しないとまともに動作しない時点で論外。カットシーンに関しても、スキップできるのはあくまでプリレンダリングのカットシーンのみであり、ゲームの大半を占めるリアルタイムレンダリングのカットシーンは一切スキップできない。後述するように本作はけっこう死にゲーなので、ゲームオーバーになるたびに毎回長いカットシーンを見なければならないのはひたすらに苦痛。リマスターするにあたって、ほとんど何もチューニングしていないのはやはり論外だと言わざるを得ない。

ゲーム内容に関しては、よくできている要素とダメダメな要素が両極端な感じで存在している。オーバードライブ（必殺技）の内容や操作方法がキャラクターごとにきちんと差別化できていたり、Path of Exileなどに大きな影響を与えた超巨大スキルツリーなど、基本的なゲームシステムは完成度が高い。一方で、ゲーム後半になると即死級の攻撃を使用してくる敵に連続で遭遇するのだが、全体的に説明不足なので初見殺しの状態であり、しっかりやり込んでいるプレイヤーでもない限り自力で突破するのは難しい。つまり、あまりやり込んでいないプレイヤーは攻略サイトを見ないと相当厳しい。中でも特に「ある条件を満たしておかないと絶対にゲームオーバーになる」という超ド級の即死攻撃を繰り出してくるボスに関しては、ゲーム内では本当に何もヒントを与えてくれないので、攻略サイトありきのゲームバランスになってしまっている。このように、理不尽な死にゲーであることが、先に述べた「カットシーンがスキップできない問題」と相まって、大きなフラストレーションの原因になっている。

最後にダイアログについても触れておきたい。とにかく主人公のセリフ（というか語尾）が全体的におかしい。”青臭い”などという表現では説明がつかないほどイタすぎる。また、オリジナル版の発売当初からすでに批判されていたらしいが、BLEACHの黒崎一護の役で知られる森田成一の演技がだいぶひどい（ちなみに本作FF10が森田成一の声優デビュー作）。当時まだ新人だった女優の松本まりかも出演しており、森田成一ほどひどくはないが、あまり上手いとは言えない。

長くなってしまったが、要するに本作は、今の時代では微塵も通用しない「思い出補正ゲーム」である。",negative,理不尽な死にゲー,ゲームシステム,説明不足で初見殺しが多い敵や、攻略サイトなしではクリアが難しいボスが存在するため。
66,おすすめしない,19,グリーン画面はメモリのパッチあてたらなんとかなるかもしれまんせが強制終了が多発しすぎてまともにゲームができない。ストレスしかたまらない。他のゲームは問題なしで動きます。,negative,強制終了,ゲームシステム,強制終了が多発しすぎてまともにゲームができないため。
67,おすすめ,60,ワッカは良い奴だと思いました,neutral,ワッカ,その他,キャラクターに対する感想のみで、ゲーム全体への評価が示されていないため。
68,おすすめ,130,"FFX/X-2は7歳の頃からプレイしていて、今年でちょうど20年になります。ずっとお気に入りのゲームで、サウンドトラックが本当に素敵です。リマスター版のXの音楽も、改めて楽しめました。

Steam版ではいろいろ問題がありました。頻繁にクラッシュしたり、CGムービーがグリーンスクリーンになったり…。お気に入りのムービーすら見られなかったので、自分でパッチを当てることになりました。あと、グアドサラムの異界の背景がずっと表示されなかったのも残念でした。

倍速機能があったのは本当に助かりました。モンスターの育成とか、作業系の部分がかなり楽になって、最後の周回はこの機能なしでは無理だったと思いますw

あと、X-2の「ラストミッション」は正直ひどかったです笑。

改めてFFXとX-2をプレイできてよかったです。ストーリーもキャラクターも、ずっと心に残る作品です。ユウナは今でも大好きな主人公のひとりだし、アーロンは永遠にクールすぎる存在。FFXは、みんな一度はプレイしてほしいゲームだと思います。",positive,サウンドトラック,その他,音楽が素晴らしいと述べているため。
69,おすすめしない,2,"30分プレイしたら20分はムービー見せられてる。スキップできない。
一応、ムービーをスキップする機能が付けられたらしいが、ただ単に映像が流れるムービーだけスキップし、それ以外は倍速も何もできない。
およそ90分プレイして、初めて魔法の使い方を説明される。
つまり、この時点まで魔法使った戦闘がない。それどころか戦闘がない。
何をするかと言えば、ムービーを見せられてよくわからないまま言われたとおりに動かしてる。
で、魔法の大切さを教えられ、ようやく戦闘しながら冒険してモンスターに出会う。
オートバトルにしたら、さっき、あれだけ魔法が大事といったモンスター相手に魔法使わず戦ってる。
ここまでロクに戦闘がないのに、ずっと前に戦闘で得られるものでスフィアがどうのと長々と説明される。
理解できるわけねーじゃん。
PSからPS2になって初めて販売したFFシリーズで、頑張りすぎてる。
映像の綺麗さと動きを自慢したいだけで、何も面白くない。",negative,戦闘不足,ゲームシステム,戦闘がほとんどなく、魔法の使い方も説明が遅く、理解しにくい内容であるため。
70,おすすめ,37,"ゲームで初めて泣きました
２はできません理由は怖いから",positive,怖さ,その他,ホラー要素が強すぎて、感情的に影響を受けたため。
71,おすすめ,45,"初めてやったが、自分はそこまで感動しなかった
ストーリーは面白かった。
2はまだやってないです。",neutral,ストーリー,その他,ストーリーは面白かったと述べているものの、感動はなかったため感情が中立である。
72,おすすめしない,85,"Xの方を先程クリアして、X-2を初めようとしたので、レビューします！

Xもクラッシュして、落ちますが！
自分の場合は、パッチで入れると、クリアまではストレスなくグリーンにもならず行けました。

しかし！X-2の方が問題で、落ちすぎて、いまだにチュートリアルから先に進めないループしてます

パッチを入れようが抜こうが、整合性チェックやろうが、DLし直そうが関係ないです！

マヂで落ちます！",negative,ゲームの動作不具合,ゲームシステム,X-2は頻繁にクラッシュして、チュートリアルから先に進めない状態が続いているため。
73,おすすめしない,56,強制終了多すぎ,negative,強制終了,その他,強制終了が多すぎるという記述から、ゲームプレイに支障をきたす問題点があることが推測できるため。
74,おすすめ,62,リュックが可愛い。,positive,リュック,その他,リュックのデザインが気に入っているため。
75,おすすめ,35,作品は良いが移植としてはダメ,negative,移植,外部要因・映画化,「作品は良い」と述べているものの、「移植としてはダメ」という表現から、ゲームの移植に関する不満が強い。
76,おすすめしない,43,"他のレビューにもある通りムービー中のピンクバックや、戦闘終了後のクラッシュが多すぎる
これは1でも2でも発生するので非常に雰囲気を壊されてプレイ出来たもんじゃない

因みに他の移植版FFもこういった怪しい動きをすることがあるのでスクエニの技術力はお察しです",negative,クラッシュ,ゲームシステム,戦闘終了後のクラッシュやムービー中のピンクバックなどの不具合が頻繁に発生するためプレイの妨げになっているため。
77,おすすめしない,54,"学生の頃にプレイしてシリーズの中でも一番好きなFFでしたが、Steamのリマスター版はおすすめしません。
他のレビューでも既出ですが、ムービーが緑一色になるバグがあまりにも頻発します。

外部のパッチを当てて対策済みですが、こんなのは公式が対応するべき問題です。
そんなことすらできない今のスクエニには、正直呆れ返るばかりです。

ゲームは間違いなく神ゲーオブ神ゲーなので、もしやるのであればCS版をプレイすることをおすすめいたします。",negative,バグ,外部要因・映画化,公式が対応すべき問題であるバグの頻発により、Steamのリマスター版は推奨できないと述べているため。
78,おすすめ,68,"緑画面　改善先：https://note.raikiri.page/318/troubleshooting/

ストーリ：200点
アクション：100点
やりこみ要素：100点
個人的ユーザースコア：100点　名作
BGMも神

CRAZY GAME
吉田氏　感謝　天才",positive,BGM,演出・グラフィック,「BGMも神」と表現しているため。
79,おすすめしない,59,とにかく落ちまくるし、大事なイベントムービーは緑一色になって見れなくなるしだいぶ酷いです。,negative,演出,演出・グラフィック,イベントムービーの演出が酷いという記述から。
80,おすすめ,330,昔やったことがある人も、初めての人もとても楽しめます。やりこみで最近のゲームでは味わえない面白さを体験しよう。,positive,やりこみ要素,ゲームシステム,やり込み要素が最近のゲームでは味わえない面白さをもたらすため。
81,おすすめしない,11,"とにかくゲームが落ちる、インディーゲーでも見ない不安定さなので買うなら覚悟が必要。
クイックセーブのありがたみをこんな形で感じたくなかった。
ゲームそのもの出来はいいが、定価で買うことは到底お勧めできない。",negative,ゲームの不安定さ,ゲームシステム,ゲームが頻繁に落ちるため、プレイ体験を損なっている。
82,おすすめ,115,"はじめてプレイしました。
最初はなんでこんなことに？？と思いつつも冒険をしておりましたが、徐々に周りが見えるにつれてキャラクターの心情、主人公の青臭さの良さ。
こんな素晴らしいゲームがあったのか……！と最後は涙が止まらずでした。
まだ未プレイの方はぜひ初見でお楽しみください！
既存プレイの方もあの頃を思い出して楽しめる作品ですよね！
本当に「世界一ピュアなキス」でした。",positive,キャラクターの心情,演出・グラフィック,キャラクターの心情や主人公の青臭さが魅力的に描かれているため。
83,おすすめ,136,神ゲ,positive,神ゲ,その他,「神ゲ」という表現から、作者はゲームを非常に高く評価していることがわかるため。
84,おすすめ,127,"[Xは実績ほぼコンプ、X-2は序盤以降放置中]
物語を読むことが好きな自分にとって、とにかく最高のプレイ体験だった。
原作は2000年代の作品だが、リマスターの恩恵かムービーシーンは近年の作品に引けを取らない。また、BGMも世界観とうまく調和しており、これらのおかげで高い没入感を保ちながらストーリーを楽しめる。エンディングを迎えた後は是非オープニング映像を眺めてみてほしい。

ゲーム性については現代の感覚で図ると良くも悪くも普通。しかし下手なソシャゲよかよっぽど楽しいのも事実。
やり込みを進めると隠しボスを含めた全ての戦闘が作業と化すのはきっとそういうものなのでしょう。意図的なステータス上げを全くせずに挑んだラスボス戦の方が間違いなく楽しかったため、負けることに抵抗がない人は寄り道を少なめにクリアしてみてほしい。

最後にアプリケーションのパフォーマンスについて。推奨スペックが低いのをいいことに当方は平凡なラップトップでプレイしたが、クラッシュ等の致命的なエラーはなかったと記憶している。しかし実際のところ不具合がなかったとは言えず、コミュニティの最適化MODを導入するとよいかもしれない。
私の環境では倍速設定時にエネミーにエンカウント後、戦闘開始までの待機がやたら長くなる現象が頻発した。また、他に多く指摘されているグリーンバグはなかったような、1~2回あったような。。。

結論：よほどRPGが嫌いでない人であれば一度は遊んでほしい作品であった。",positive,ストーリー,その他,物語を読むことが好きな自分にとって、とにかく最高のプレイ体験だったと述べているため。
85,おすすめしない,9,"ムービー中グリーンバックになる、キー設定（プロコン向け）もできないからBが決定のまま変えられないのがストレスです。

名作だから何度もやろうと試みるけど、バグと遊びづらさで、毎回挫折する。面白さよりもイライラが上回って作品を楽しめません。

このままずっと改善しないなら、お金を返して欲しいです。",negative,遊びづらさ,ゲームシステム,バグと操作性の悪さがストレスを与え、作品を楽しめないため。
86,おすすめしない,3,ゲームが進行できない、ムービーが見れない,negative,進行不能,ゲームシステム,ゲームプレイそのものができず、ムービーすら見られないため。
87,おすすめ,40,"『Final Fantasy X』は、ゲームでありながら一編の叙事詩のような重厚さを備えている。絶望に覆われたスピラの世界に、ティーダという一筋の光が差し込み、ユウナをはじめとする仲間たちがそれぞれの痛みを抱えながらも歩みを重ねる姿は、プレイヤーに生きる意味や未来を選ぶ勇気を問いかける。特に『究極召喚』の真実が明かされた時の衝撃と、それを拒み新たな可能性を模索するティーダの姿は、愛と希望の物語そのものである。ユウナの微笑みには儚さと強さが同居し、アーロンの背中には過去を背負う者の重みが映る。音楽と映像はその叙情を鮮やかに彩り、ラストに至るまで心を揺さぶり続ける。犠牲と希望、別れと絆が織りなす物語は、単なるRPGの枠を超え、人の心に深い余韻を残す。まさにシリーズの金字塔にふさわしい作品だ。

ムービーのバグは4GB Patchを適応すると治ります。",positive,ストーリー,その他,感動的なストーリーとキャラクター描写が、プレイヤーに深い余韻を残すため。
88,おすすめ,35,"Xの方だけプレイしてX-2は未プレイ
RPGとしての面白さは若干微妙だったが、ストーリーと音楽が良かった
プレイしてるときはあんまり楽しめてなかったけど、クリア後にザナルカンドにてを聴いていい感じに浸れたから高評価",positive,ストーリーと音楽,その他,ストーリーと音楽の良さがプレイ後も印象に残ったため。
89,おすすめしない,2,ユウナのスクショ撮ったらクラッシュ,negative,クラッシュ,その他,ゲームプレイ中にクラッシュが発生したため。
90,おすすめしない,79,エンディングに入る瞬間に画面が緑になるバグがあります。オートセーブでラスボス後からすぐ始められたので2回ほど再起動したら再生されました。無事見れたのでいいですが、感動的な雰囲気は無くなりました。半額くらい返金してほしいです。PSやSwitchでもできるのでそちらをおすすめします。,negative,バグ,ゲームシステム,エンディング直前のバグにより感動的な雰囲気を失ったため。
91,おすすめ,155,"オートセーブがあるとはいえ、未だにクラッシュは放置されているので、手放しではオススメできない。

そんな複雑じゃないけど、キャラ・物語等の表面的な部分とそれ以外の誘導がしっかりしていて、それでいて表面的な部分の雰囲気だけでも十分に楽しめて、疑問が残って引っ掛かりにくいってのが、幅広い人に受けやすいんだと思う。ゲームとしては、バランスがアレ過ぎるが、チート使わずにやり込もうとすると、とんでもなく時間がかかるので、やり込みたい人にはいいのかもしれない。",negative,クラッシュ,その他,クラッシュの問題が放置されているため、手放しでおすすめできないと述べている。
92,おすすめ,26,ティーダのチンポ気持ちよすぎだろ!,negative,性的な表現,その他,不適切な性的な表現が含まれているため。
93,おすすめしない,12,"他の方もレビューしていますがグリーンバック、フリーズなんとかしてほしい。
こんなけ声が上がってんのに改善する気ないんかな。
こっちはお金払ってんのに。",negative,バグ,ゲームシステム,グリーンバックやフリーズなどのバグが修正されないことに不満を述べているため。
94,おすすめ,24,"△面白過ぎてまだクリアしていないけど思わずレビューしているので多少の未通過要素はご容赦ください△

20時間ほど遊んで雷平原あたり、ここでスフィア盤の成長とブリッツボールの選手育成にどっぷりはまっています。
友人の勧めで購入しました。「生まれたころに発売したFFってこんな感じだったんだなあ」と思いながら遊ぶ中で感じるのが、とにかくやりこみ要素・ヒントなしの謎解き要素が多すぎてアルティマニア(攻略本)なしでは100％クリアできない「あの頃のゲームだな」という部分です。初見100％クリアは絶対無理です。隠し要素もあるようなので…

だからこそコンプリート要素の網羅→完璧重視で攻略サイトを見て遊ぶのか、世界観への没入→体験重視で攻略情報を見ずに進むのかといったリアル選択も含め一人一人の行動がそのままプレイスタイルに反映してきますね。どの要素も「良くも悪くも理不尽」だけどその先に得られる報酬体験がしっかりしているので最終的な心情としては面白いバランスになっていると思います。(最適かどうかと聞かれるとやはり20年以上前のゲームだからかな…と思う場面やUIも時々あるので、ここはあえて最適とは書きませんでした)
「こんなの無理ゲーだろ！」がトライアンドエラーを繰り返すうちにできるようになっていく…という、ゲームにおける成功体験をストレートに感じられるのが本当に面白いです。
FF6のようなリアルタイムターン制バトルではなく完全ターン制バトルなのも、FFにあまり触れたことがない一ユーザーの視点から言うとじっくり戦略を考える時間を設けることができるので個人的には助かっています。

ゲームパッドはDUALSHOCK4を流用していますが、普段のプレイにおいて不便に感じることは特にありません。もともとPS2ゲームなのでそのあたりの互換性がきっちりしているんですかね。
ただデスクトップでプレイしているのでマルチディスプレイで別の作業・操作と並行してプレイしようとするとなぜか上向き入力がされる意味不明なバグ？仕様？があることを発見しました。
かなり不便ですがマウスカーソルをこのゲーム以外にクリックすると上向き入力がされるなんてどう考えても想定していない挙動なのには間違いないので、そこは目を瞑っておきます。

やりこみ要素はあればあるほどうれしいタイプのゲーマーとしてレビューを総括すると面白いゲームに間違いないです。この夏はこのゲームにどっぷり浸かって楽しもうと思います。セールで買ってよかった～～！！",positive,やりこみ要素,ゲームシステム,やり込み要素が多く、攻略サイトを参照するかどうかなどプレイヤーの行動が反映されるため面白いと述べている。
95,おすすめしない,76,"FF史上、一番気持ち悪いストーリーだと思う。
ネタバレが含まれるから何がとは言わないが、がっかりしかない。

何がそこまで感動する人がいるのか説明がほしい。",negative,ストーリー,その他,気持ち悪いストーリーと感動しない点にがっかりしているため。
96,おすすめしない,69,グリーンバックはどうとでもなったけど、強制終了が頻繁に起こるせいで常に緊張とオートセーブを意識しないと水の泡になる始末10-2のクリーチャークリエイト作業中やOS作業中に落ちない事を祈るばかり,negative,強制終了,ゲームシステム,頻繁な強制終了によりプレイにストレスを感じているため。
97,おすすめ,39,FFX おすすめ,positive,おすすめ,外部要因・映画化,ゲームを「おすすめ」と評価しているため。
98,おすすめしない,6,"[h1]感動ものらしいストーリーは個人の好みなのでともかく、製品として見ると純粋に出来が悪い[/h1]

発売当時、随分騒がれた作品を24年越しにようやくプレイすることにしたが古さよりもゲームとしての遊びにくさががきつすぎる。

本作をプレイする数日前はFF9をブースト増し増しでクリアして音楽込みでそこそこ楽しめたが本作は「ストーリーを見ろ。飛ばすことは許さん」とばかりに改ページできないテキストだらけでうんざりした。自分のペースで遊ばせろ。

FF9と比べて「物語を見させられる時間」が長く、バトルありきのRPGとしては「どこ向かってんだ？」としか感じず、FF12以降の路線変更の始まりが本作であることが様々な部分からうかがえた。

そこに大企業病がミックスされて2025年現在における凋落したFFシリーズの軌跡がより具体的に理解できるようになった。

スクエニに限ったことではないが「ゲームがやりたいのであってムービーが見たいわけではない」というのを再実感。

RPGとしてもスフィア盤の「半ば決められた育成ルート」に窮屈さしか感じず、4倍速でプレイしてみればグリーンスクリーンと強制終了でまともにプレイできない体験はプレイヤーを冷静な気持ちにさせてくれる。

「ブーストありならFF9も最後まで行けたしFF10も行けるだろ」と思ったがどうやら甘かった。

想像を絶するほどプレイそのものが苦痛。

そして自分は980円で買ったFF13をあまりのつまらなさに開始1時間でやめたことを思い出した。",negative,遊びにくさ,ゲームシステム,テキストの量が多く、自分のペースで遊べず、バトルが中心ではないため「どこ向かってんだ？」と感じる部分が多かったため。
99,おすすめ,50,神作,positive,神作,その他,「神作」という表現から、作者はゲームを非常に高く評価していることがわかるため。
100,おすすめ,67,"Great, reminiscent of my good old days, especially when I was in junior high school.",positive,nostalgia,その他,過去の思い出を呼び起こす内容であるため。
